sensorname,timeline,humidity,lat,lng
Lake Bosworth,2022-06-22 18:53:10.220,0.3328,48.0553,-121.9811
Oakland,2022-06-22 18:52:52.407,1.8112,43.4233,-123.2969
Lazy Acres,2022-06-22 18:53:00.890,0.2496,40.0837,-105.3313
Vanceboro,2022-06-22 18:52:48.773,0.7712,35.3030,-77.1567
Harold,2022-06-22 18:52:57.483,0.0896,30.6772,-86.8310
Seiling,2022-06-22 18:52:54.057,1.1488,36.1556,-98.9304
Wonderland Homes,2022-06-22 18:55:02.693,1.79552,44.2029,-103.3433
Catawba,2022-06-22 18:52:59.333,0.1312,34.8464,-80.9061
China,2022-06-22 18:52:51.980,1.0304,30.0522,-94.3331
Utica,2022-06-22 18:52:44.213,2.8608,40.8953,-97.3455
Fifth Ward,2022-06-22 18:52:58.347,0.2528,31.1207,-92.1584
Bodega Bay,2022-06-22 18:52:49.940,0.1568,38.3250,-123.0309
Rocky Ridge,2022-06-22 18:52:53.787,0.768,39.9197,-111.8258
Kenbridge,2022-06-22 18:52:38.867,0.5728,36.9609,-78.1284
Saybrook-on-the-Lake,2022-06-22 18:54:04.807,0.4224,41.8669,-80.8791
Mountain City,2022-06-22 18:52:48.877,0.7264,34.9196,-83.3854
Meigs,2022-06-22 18:52:48.263,0.848,31.0714,-84.0922
Sunflower,2022-06-22 18:52:49.147,2.176,33.5444,-90.5373
Brewster Heights,2022-06-22 18:53:55.477,2.4992,41.4073,-73.6286
Fort Davis,2022-06-22 18:52:50.570,0.1216,30.5789,-103.8946
Sparrow Bush,2022-06-22 18:53:57.790,0.4672,41.4025,-74.7175
Las Ochenta,2022-06-20 08:32:56.000,2.4768,17.9847,-66.3174
Medora,2022-06-22 18:52:42.080,1.60704,38.8247,-86.1711
Waterloo,2022-06-22 18:52:44.040,2.0416,41.2856,-96.2850
Cuba,2022-06-22 18:52:39.580,2.4224,40.4936,-90.1933
Stronghurst,2022-06-22 18:52:44.167,1.5072,40.7463,-90.9094
Wainaku,2022-06-22 18:53:01.930,0.9952,19.7449,-155.0984
Elsie,2022-06-22 18:52:43.393,1.152,43.0895,-84.3889
Plum Creek,2022-06-22 18:53:09.840,0.848,37.1267,-80.5048
Emmonak,2022-06-22 18:52:55.693,0.2624,62.7762,-164.5157
Stearns,2022-06-22 18:52:45.653,0.3264,36.6957,-84.4768
Whitney Point,2022-06-22 18:52:37.030,1.2608,42.3303,-75.9682
Loyalton,2022-06-22 18:52:52.580,0.36768,39.6768,-120.2448
Clear Lake,2022-06-22 18:55:01.533,0.1536,46.9310,-122.2841
McKee,2022-06-22 18:52:47.613,0.5472,37.4300,-83.9859
Lower Lake,2022-06-22 18:52:49.917,0.4928,38.9118,-122.6084
Southwest City,2022-06-22 18:53:04.623,0.896,36.5205,-94.6103
Dallas City,2022-06-22 18:52:39.587,0.5536,40.6353,-91.1645
Bloomfield,2022-06-22 18:52:45.590,0.912,37.9122,-85.3140
Roan Mountain,2022-06-22 18:52:45.683,0.1952,36.1866,-82.0706
Memphis,2022-06-22 18:52:34.793,1.1712,42.8956,-82.7689
Rio Grande,2022-06-22 18:52:45.147,0.9536,38.8797,-82.3791
Alakanuk,2022-06-22 18:52:55.690,0.0384,62.6902,-164.6305
Kootenai,2022-06-22 18:52:52.143,2.3712,48.3118,-116.5172
Coats Bend,2022-06-22 18:53:47.517,0.1536,34.0774,-85.8742
Oakland,2022-06-22 18:52:40.820,1.6768,39.6574,-88.0275
South Waverly,2022-06-22 18:52:32.887,1.4912,41.9955,-76.5442
Russellton,2022-06-22 18:52:37.767,0.9088,40.6081,-79.8401
Ranchester,2022-06-22 18:52:53.617,1.8496,44.9075,-107.1674
Bristol,2022-06-22 18:52:46.323,0.8,30.4255,-84.9773
Sheffield,2022-06-22 18:52:32.773,0.2336,42.8928,-93.2086
South Pekin,2022-06-22 18:52:44.363,2.5472,40.4955,-89.6524
Sabinal,2022-06-22 18:52:53.337,1.1008,29.3214,-99.4696
Surrey,2022-06-22 18:52:34.240,0.6176,48.2433,-101.1333
Bluewater,2022-06-22 18:53:00.357,0.6304,34.1681,-114.2667
Claypool,2022-06-22 18:52:50.313,1.0944,33.4061,-110.8422
Dexter,2022-06-22 18:52:54.303,1.7952,33.1954,-104.3687
Boise City,2022-06-22 18:52:51.377,0.8864,36.7313,-102.5095
Highlands,2022-06-22 18:52:47.837,0.2112,35.0538,-83.1976
Buffalo,2022-06-22 18:52:38.553,0.944,38.6108,-81.9817
La Puebla,2022-06-22 18:52:50.147,0.4608,35.9882,-106.0005
Marion Center,2022-06-22 18:53:45.877,1.2768,41.7042,-70.7629
Barnsdall,2022-06-22 18:52:51.347,1.3312,36.5595,-96.1383
Enhaut,2022-06-22 18:53:07.323,7.87872,40.2324,-76.8253
Tidmore Bend,2022-06-22 18:53:47.537,0.1344,34.0324,-85.9253
Taft Mosswood,2022-06-22 18:53:47.193,2.8128,37.9139,-121.2831
Mount Hope,2022-06-22 18:52:38.667,0.8384,37.8976,-81.1737
Villa Calma,2022-06-20 08:35:03.910,8.61856,18.4428,-66.2321
Huntland,2022-06-22 18:52:48.790,0.8576,35.0579,-86.2689
Fredonia,2022-06-22 18:52:53.957,0.1472,36.9617,-112.5195
Young Harris,2022-06-22 18:52:47.893,1.3792,34.9348,-83.8472
Natalia,2022-06-22 18:52:53.333,0.9408,29.1876,-98.8524
Shinglehouse,2022-06-22 18:52:35.680,0.6272,41.9662,-78.1907
Silver Lake,2022-06-22 18:52:42.650,2.4448,41.0743,-85.8923
Martindale,2022-06-22 18:52:53.307,0.6336,29.8444,-97.8390
Dunbar,2022-06-22 18:54:19.217,1.2832,33.5341,-79.3533
Fremont Hills,2022-06-22 18:52:41.157,2.3616,37.0647,-93.2531
New Deal,2022-06-22 18:52:55.153,0.5632,33.7322,-101.8435
Stephens,2022-06-22 18:52:48.047,0.4736,33.4221,-93.0670
Cherry Tree,2022-06-22 18:53:06.897,0.112,35.7454,-94.6428
Penryn,2022-06-22 18:52:56.713,0.6912,40.2016,-76.3675
Malin,2022-06-22 18:52:52.423,2.6144,42.0133,-121.4096
Kempner,2022-06-22 18:52:51.920,0.6336,31.0755,-97.9725
Log Lane Village,2022-06-22 18:52:53.777,3.3584,40.2697,-103.8290
White Haven,2022-06-22 18:52:33.147,1.088,41.0566,-75.7802
Panaca,2022-06-22 18:52:57.020,0.4224,37.7881,-114.4005
Lakeside City,2022-06-22 18:52:54.347,2.0544,33.8292,-98.5403
Coal Hill,2022-06-22 18:52:46.903,0.4448,35.4375,-93.6647
Altamont,2022-06-22 18:52:39.997,0.6816,37.1875,-95.2898
Neola,2022-06-22 18:52:40.600,2.0544,41.4498,-95.6173
Seelyville,2022-06-22 18:52:42.990,1.4656,39.4936,-87.2667
Mountain Village,2022-06-22 18:52:55.697,0.3072,62.0911,-163.7209
South Henderson,2022-06-22 18:52:45.677,0.7232,36.3033,-78.4060
Shirley,2022-06-22 18:52:42.937,1.39872,39.8910,-85.5799
Madison,2022-06-22 18:52:47.863,0.5216,35.0193,-90.7317
Lawton,2022-06-22 18:52:40.437,1.808,42.4770,-96.1851
Ellendale,2022-06-22 18:52:32.620,0.9184,46.0043,-98.5254
Gwinner,2022-06-22 18:52:32.617,0.6304,46.2358,-97.6696
Beckemeyer,2022-06-22 18:52:45.223,2.1248,38.6058,-89.4321
Taylortown,2022-06-22 18:52:48.727,0.9664,35.2146,-79.4916
Branchville,2022-06-22 18:52:33.157,2.1952,41.1471,-74.7494
Lawtey,2022-06-22 18:52:47.420,0.8608,30.0484,-82.0725
McAdenville,2022-06-22 18:52:48.763,0.96,35.2652,-81.0805
Wister,2022-06-22 18:52:55.147,0.688,34.9696,-94.7212
Swisher,2022-06-22 18:52:41.600,1.6064,41.8442,-91.6938
Genoa,2022-06-22 18:53:00.020,0.1952,33.3775,-93.8825
Shandon,2022-06-22 18:52:51.490,0.4384,35.6536,-120.3831
Loami,2022-06-22 18:52:44.813,1.2832,39.6748,-89.8473
Bray,2022-06-22 18:52:54.257,0.0192,34.6160,-97.8207
Menahga,2022-06-22 18:52:40.103,0.3488,46.7471,-95.1012
Occoquan,2022-06-22 18:52:38.477,2.72096,38.6825,-77.2606
Medley,2022-06-22 18:52:49.643,0.2528,25.8647,-80.3516
Faith,2022-06-22 18:52:48.637,1.2384,35.5901,-80.4581
Rimersburg,2022-06-22 18:52:35.830,2.74176,41.0409,-79.5024
Texico,2022-06-22 18:52:54.210,1.568,34.3897,-103.0513
New Bedford,2022-06-22 18:52:58.750,0.5088,41.0955,-80.4953
Toughkenamon,2022-06-22 18:52:37.877,0.6304,39.8313,-75.7565
Derma,2022-06-22 18:52:49.113,0.7328,33.8589,-89.2878
Mortons Gap,2022-06-22 18:52:46.737,1.0976,37.2402,-87.4668
Ama,2022-06-22 18:52:46.347,0.368,29.9440,-90.2967
Vaughn,2022-06-22 18:52:56.210,0.5536,47.3550,-122.7773
Cane Savannah,2022-06-22 18:52:46.037,0.3552,33.8923,-80.4396
Gosport,2022-06-22 18:52:43.023,0.92864,39.3507,-86.6665
Verplanck,2022-06-22 18:52:37.300,2.1568,41.2552,-73.9621
Mineral Springs,2022-06-22 18:52:47.077,0.608,33.8771,-93.9217
Argenta,2022-06-22 18:52:44.793,1.9872,39.9855,-88.8197
Ashley,2022-06-22 18:52:42.620,0.6816,41.5215,-85.0614
Alhambra Valley,2022-06-22 18:53:47.973,0.8032,37.9668,-122.1361
Liberty Center,2022-06-22 18:52:43.973,1.2544,41.4436,-84.0078
Hydesville,2022-06-22 18:52:49.857,0.1728,40.5579,-124.0822
Janesville,2022-06-22 18:52:40.410,0.9184,42.6462,-92.4626
Dover Plains,2022-06-22 18:52:37.110,1.8976,41.7395,-73.5733
Bay Head,2022-06-22 18:52:36.127,2.2144,40.0701,-74.0482
Sentinel,2022-06-22 18:52:55.133,2.0832,35.1570,-99.1736
Mount Crested Butte,2022-06-22 18:52:54.840,0.6272,38.9083,-106.9606
Friendsville,2022-06-22 18:52:45.777,0.4544,35.7563,-84.1319
Clarence,2022-06-22 18:52:39.673,1.12,39.7432,-92.2602
South Corning,2022-06-22 18:52:36.923,2.1024,42.1262,-77.0356
Amelia Court House,2022-06-22 18:52:59.220,0.3424,37.3367,-77.9882
Amherst,2022-06-22 18:52:51.643,1.4176,34.0120,-102.4147
New Castle,2022-06-22 18:52:46.650,3.1648,38.4334,-85.1689
Hilbert,2022-06-22 18:52:34.620,0.8768,44.1415,-88.1611
Tyrone,2022-06-22 18:52:55.007,3.072,36.9555,-101.0680
Canon,2022-06-22 18:52:47.060,0.4128,34.3455,-83.1107
West Pelzer,2022-06-22 18:52:48.947,2.4704,34.6450,-82.4738
Rio,2022-06-22 18:52:35.083,1.0336,43.4497,-89.2388
Saybrook Manor,2022-06-22 18:52:35.740,1.6768,41.2825,-72.4063
Herald,2022-06-22 18:52:56.997,0.1632,38.2913,-121.2318
Onset,2022-06-22 18:52:37.050,1.2,41.7481,-70.6670
Skyline,2022-06-22 18:52:50.270,0.3232,34.7986,-86.1228
Clinton,2022-06-22 18:52:58.843,1.4016,40.4923,-80.2970
Atkins,2022-06-22 18:52:38.883,0.208,36.8659,-81.4045
La Croft,2022-06-22 18:52:37.593,1.1328,40.6469,-80.5998
Absarokee,2022-06-22 18:52:49.767,0.6048,45.5242,-109.4473
Roseboro,2022-06-22 18:52:50.243,0.8928,34.9551,-78.5137
Tatamy,2022-06-22 18:52:33.350,2.3296,40.7409,-75.2560
Newellton,2022-06-22 18:52:49.397,1.7024,32.0724,-91.2392
Cottonwood,2022-06-22 18:52:50.853,1.5392,46.0510,-116.3498
Scobey,2022-06-22 18:52:53.427,1.7568,48.7904,-105.4206
Prospect,2022-06-22 18:52:33.243,0.3136,40.8992,-80.0487
Ouray,2022-06-22 18:52:52.627,1.4976,38.0276,-107.6734
La Monte,2022-06-22 18:52:40.947,1.1904,38.7726,-93.4237
Worthing,2022-06-22 18:52:35.213,2.3008,43.3300,-96.7683
Jamesport,2022-06-22 18:52:37.453,0.2848,40.9546,-72.5807
Chicora,2022-06-22 18:52:33.230,2.4224,40.9505,-79.7401
Oxford,2022-06-22 18:52:42.270,1.424,37.2741,-97.1696
St. Georges,2022-06-22 18:53:00.983,0.9344,39.5606,-75.6514
Victoria,2022-06-22 18:53:46.910,0.1728,34.8387,-89.6144
Daisetta,2022-06-22 18:52:51.967,0.8704,30.1135,-94.6426
Matamoras,2022-06-22 18:53:46.187,1.41056,39.5204,-81.0684
Athens,2022-06-22 18:52:43.570,1.28,42.0866,-85.2356
Napanoch,2022-06-22 18:52:37.077,0.896,41.7530,-74.3724
Deerfield,2022-06-22 18:52:43.743,1.3632,41.8901,-83.7790
Aspen Park,2022-06-22 18:52:49.907,0.5216,39.5423,-105.2967
Redland,2022-06-22 18:54:52.187,0.3104,31.4033,-94.7182
McLean,2022-06-22 18:52:55.117,1.1136,35.2324,-100.6001
Graettinger,2022-06-22 18:52:40.360,1.7088,43.2370,-94.7504
Lilbourn,2022-06-22 18:52:42.310,1.3632,36.5907,-89.6132
Columbus,2022-06-22 18:52:55.417,0.2752,31.8271,-107.6422
Innovation,2022-06-22 18:55:05.430,0.4448,38.7539,-77.5248
Earlington,2022-06-22 18:52:45.607,0.4544,37.2754,-87.5066
Marianne,2022-06-22 18:53:07.747,0.8864,41.2441,-79.4310
Coker,2022-06-22 18:52:49.210,0.6592,33.2446,-87.6800
Silver Springs Shores East,2022-06-22 18:55:05.317,0.1664,29.0496,-81.8875
Hemlock,2022-06-22 18:52:36.597,0.4672,43.4186,-84.2311
Brantley,2022-06-22 18:52:48.213,0.4128,31.5823,-86.2569
Mountain View,2022-06-22 18:52:54.757,1.4816,41.2724,-110.3342
Cooperstown,2022-06-22 18:52:34.277,1.3152,47.4451,-98.1259
Port Byron,2022-06-22 18:52:36.610,1.4112,43.0366,-76.6263
Bethlehem,2022-06-22 18:52:47.990,0.4992,33.9368,-83.7102
Masaryktown,2022-06-22 18:52:46.477,1.2288,28.4417,-82.4610
Belmont,2022-06-22 18:52:35.467,1.4592,42.7379,-90.3346
Cassville,2022-06-22 18:52:38.013,0.3616,39.6750,-80.0678
Cloverport,2022-06-22 18:52:46.697,0.88,37.8311,-86.6304
De Smet,2022-06-22 18:52:32.683,1.1072,44.3862,-97.5496
St. Leon,2022-06-22 18:52:43.047,0.1856,39.2935,-84.9641
Poncha Springs,2022-06-22 18:52:53.843,0.4288,38.5140,-106.0944
Luttrell,2022-06-22 18:52:48.467,0.3264,36.2096,-83.7485
Bessemer,2022-06-22 18:52:35.937,0.7776,40.9756,-80.4878
Kraemer,2022-06-22 18:52:57.507,0.2432,29.8606,-90.6337
Norwood Court,2022-06-22 18:52:42.143,5.51424,38.7141,-90.2895
Union Hall,2022-06-22 18:52:38.847,0.0864,37.0206,-79.6837
Marion,2022-06-22 18:52:56.110,0.0736,48.0858,-114.6711
Viola,2022-06-22 18:52:44.053,1.5328,41.2053,-90.5863
Cookstown,2022-06-22 18:53:53.013,0.512,40.0446,-74.5547
Elliston,2022-06-22 18:52:57.160,1.1744,37.2164,-80.2245
Hannawa Falls,2022-06-22 18:53:06.390,0.2496,44.6016,-74.9738
Manassa,2022-06-22 18:52:54.937,1.376,37.1738,-105.9373
New Richland,2022-06-22 18:52:40.283,2.1696,43.8939,-93.4939
Tahoma,2022-06-22 18:52:59.063,0.4928,39.0640,-120.1434
Grand Coteau,2022-06-22 18:52:49.543,0.528,30.4202,-92.0438
Carson City,2022-06-22 18:52:35.247,1.12,43.1815,-84.8462
North Bend,2022-06-22 18:52:45.073,1.1712,39.1505,-84.7405
Clio,2022-06-22 18:52:47.297,0.1248,31.7085,-85.6109
Nicollet,2022-06-22 18:52:40.267,1.4112,44.2746,-94.1881
Goodland,2022-06-22 18:52:42.677,1.6832,40.7637,-87.2951
Carnuel,2022-06-22 18:53:06.077,0.24,35.0609,-106.4587
Rossville,2022-06-22 18:52:50.237,0.2464,35.0324,-89.5612
Sam Rayburn,2022-06-22 18:52:58.353,0.1504,31.0789,-94.0269
Warrenton,2022-06-22 18:52:48.407,1.1776,36.3995,-78.1575
Matheny,2022-06-22 18:53:14.647,2.9856,36.1707,-119.3516
Thomasboro,2022-06-22 18:52:44.607,1.2832,40.2438,-88.1876
Yeagertown,2022-06-22 18:52:37.743,2.848,40.6413,-77.5803
Tumbling Shoals,2022-06-22 18:52:58.177,0.1248,35.5472,-91.9734
Piney Point,2022-06-22 18:52:59.113,0.8352,38.1483,-76.5201
Lake Camelot,2022-06-22 18:53:14.833,0.3392,44.2147,-89.7624
Winfield,2022-06-22 18:52:42.687,1.2256,41.1259,-91.4381
Ivyland,2022-06-22 18:52:33.693,7.07424,40.2083,-75.0733
Sloan,2022-06-22 18:52:41.477,2.208,42.2328,-96.2247
Rio Vista,2022-06-22 18:52:53.123,1.2096,32.2351,-97.3745
Pughtown,2022-06-22 18:54:13.287,2.8576,40.1699,-75.6599
Bethany,2022-06-22 18:52:37.850,1.7408,40.2053,-80.5629
Maypearl,2022-06-22 18:52:53.127,1.5776,32.3141,-97.0051
Willards,2022-06-22 18:52:38.593,1.1232,38.3922,-75.3494
Center Hill,2022-06-22 18:52:47.457,0.208,28.6334,-81.9986
Ore City,2022-06-22 18:52:53.103,0.5888,32.8008,-94.7182
Grundy,2022-06-22 18:52:38.800,0.256,37.2754,-82.0988
Petersburg,2022-06-22 18:52:52.907,1.5776,33.8710,-101.5974
Snead,2022-06-22 18:52:50.333,0.2304,34.1162,-86.3902
Kittery Point,2022-06-22 18:52:35.040,0.6688,43.0883,-70.6988
Knappa,2022-06-22 18:53:07.100,0.6176,46.1694,-123.5822
Van Wyck,2022-06-22 18:53:02.700,0.1248,34.8531,-80.8333
Kekoskee,2022-06-22 18:52:35.107,0.0384,43.5019,-88.5863
Sherburn,2022-06-22 18:52:41.387,1.3856,43.6549,-94.7275
Oakland,2022-06-22 18:52:55.263,0.8896,34.0960,-96.7996
Ellerbe,2022-06-22 18:52:48.847,0.9664,35.0718,-79.7595
Guilford Lake,2022-06-22 18:55:03.637,0.5376,40.8032,-80.8772
Embreeville,2022-06-22 18:54:24.750,0.9472,36.1767,-82.4494
Plymouth,2022-06-22 18:52:52.620,0.48,38.4776,-120.8584
Bude,2022-06-22 18:52:48.233,0.8928,31.4630,-90.8509
Hillburn,2022-06-22 18:52:37.347,0.5696,41.1263,-74.1706
South Woodstock,2022-06-22 18:52:35.653,0.2592,41.9312,-71.9555
Shipshewana,2022-06-22 18:52:42.577,0.9312,41.6743,-85.5765
Pastos,2022-06-20 08:32:55.970,2.4928,18.1194,-66.2601
Harlowton,2022-06-22 18:52:52.257,2.0352,46.4368,-109.8353
McConnellsburg,2022-06-22 18:52:33.867,3.28224,39.9320,-77.9958
Summer Set,2022-06-22 18:54:59.840,1.3952,38.0905,-90.5750
Primghar,2022-06-22 18:52:41.420,0.9472,43.0864,-95.6207
Hillsdale,2022-06-22 18:52:45.187,7.3968,38.6858,-90.2869
Trail,2022-06-22 18:52:57.833,0.1856,42.6567,-122.8135
Mississippi Valley State University,2022-06-22 18:53:14.880,0.7072,33.5172,-90.3444
Markham,2022-06-22 18:52:50.647,0.5632,28.9627,-96.0645
Williamsdale,2022-06-22 18:53:06.513,3.16544,39.4421,-84.5298
Stromsburg,2022-06-22 18:52:41.680,1.2384,41.1159,-97.5912
Bronte,2022-06-22 18:52:54.500,0.8832,31.8857,-100.2955
Cooleemee,2022-06-22 18:52:48.583,1.6864,35.8125,-80.5563
Whitewater,2022-06-22 18:52:43.207,3.0912,37.9636,-97.1460
Garden Plain,2022-06-22 18:52:41.073,1.216,37.6627,-97.6793
York Springs,2022-06-22 18:52:33.057,0.50304,40.0093,-77.1159
Harmony,2022-06-22 18:52:39.207,1.136,43.5540,-92.0075
Ironville,2022-06-22 18:53:02.850,1.632,38.4562,-82.6978
Spring City,2022-06-22 18:52:53.807,0.896,39.4799,-111.4918
Laurel,2022-06-22 18:52:40.413,1.0752,42.4301,-97.0986
Monroe City,2022-06-22 18:52:42.103,1.6736,38.6145,-87.3532
Boulder,2022-06-22 18:52:53.547,1.1264,46.2359,-112.1198
Walnut Grove,2022-06-22 18:52:49.323,0.784,32.5931,-89.4578
Hettinger,2022-06-22 18:52:32.613,1.5296,46.0034,-102.6350
Ashippun,2022-06-22 18:52:57.803,1.232,43.2182,-88.5159
Barataria,2022-06-22 18:52:46.357,0.2944,29.7092,-90.1217
Glidden,2022-06-22 18:52:40.487,1.1552,42.0577,-94.7266
Texhoma,2022-06-22 18:53:47.347,1.9776,36.5054,-101.7872
Lowell,2022-06-22 18:52:52.380,1.4656,43.9208,-122.7819
Beach,2022-06-22 18:52:34.287,0.496,46.9189,-104.0055
Belgrade,2022-06-22 18:52:39.057,1.0528,45.4506,-94.9998
Dagsboro,2022-06-22 18:52:38.447,0.88,38.5462,-75.2458
Garden Grove,2022-06-22 18:52:57.517,1.3056,28.4716,-82.4349
Winthrop,2022-06-22 18:52:42.467,1.6,42.4708,-91.7375
Montgomery,2022-06-22 18:52:42.107,0.7808,38.6655,-87.0493
Cayuco,2022-06-20 08:33:08.010,1.8432,18.2922,-66.7348
West Park,2022-06-22 18:52:59.213,0.704,36.7055,-119.8516
Guernsey,2022-06-22 18:52:53.677,1.2384,42.2656,-104.7430
Santa Margarita,2022-06-22 18:52:57.313,2.4448,35.3895,-120.6081
Brush Fork,2022-06-22 18:53:10.593,0.6656,37.2805,-81.2450
Salamatof,2022-06-22 18:52:55.973,0.1568,60.6154,-151.3159
Milesburg,2022-06-22 18:52:33.197,2.832,40.9426,-77.7920
Baconton,2022-06-22 18:52:46.247,0.6464,31.3804,-84.1592
Allen,2022-06-22 18:52:54.207,1.344,34.8776,-96.4129
Long Beach,2022-06-22 18:53:02.347,1.2128,41.7435,-86.8521
Stanaford,2022-06-22 18:52:38.720,0.6624,37.8156,-81.1491
Monte Rio,2022-06-22 18:52:51.207,0.6624,38.4684,-123.0148
Otterbein,2022-06-22 18:52:41.773,0.9824,40.4886,-87.0872
Orient,2022-06-22 18:52:37.433,0.2464,41.1425,-72.2771
Emerald Bay,2022-06-22 18:53:14.947,1.6416,32.1602,-95.4380
West Union,2022-06-22 18:52:38.150,2.19264,39.2963,-80.7751
Exeter,2022-06-22 18:52:41.167,1.5968,36.6707,-93.9399
South Windham,2022-06-22 18:52:58.510,1.056,43.7380,-70.4236
Von Ormy,2022-06-22 18:52:55.463,0.6656,29.2803,-98.6556
San Pablo,2022-06-22 18:52:57.460,1.0368,32.2507,-106.7626
Luckey,2022-06-22 18:52:43.927,1.8304,41.4525,-83.4839
Lincoln,2022-06-22 18:52:33.613,0.2624,40.2994,-79.8555
Kersey,2022-06-22 18:52:58.673,0.8096,41.3570,-78.6101
Chase,2022-06-22 18:53:07.267,0.5504,41.2801,-75.9649
Riverside,2022-06-22 18:52:41.650,0.6816,41.4893,-91.5567
Ipswich,2022-06-22 18:52:34.463,0.9408,45.4435,-99.0300
Norman Park,2022-06-22 18:52:47.347,0.4096,31.2692,-83.6843
Latta,2022-06-22 18:53:06.827,0.4992,34.7532,-96.7088
Logan Elm Village,2022-06-22 18:53:06.733,3.1248,39.5705,-82.9471
Ashmore,2022-06-22 18:52:44.947,1.5648,39.5306,-88.0201
Rosiclare,2022-06-22 18:52:42.263,0.6496,37.4239,-88.3501
Talihina,2022-06-22 18:52:55.147,1.4944,34.7523,-95.0409
Crawford,2022-06-22 18:52:39.263,1.072,42.6845,-103.4160
Lake Shore,2022-06-22 18:52:49.873,0.1824,40.1294,-111.7362
Langdon Place,2022-06-22 18:53:03.170,1.72224,38.2865,-85.5849
Buffalo,2022-06-22 18:52:45.933,0.3104,34.7244,-81.6844
Petaluma Center,2022-06-22 18:55:05.523,1.072,38.2506,-122.7888
Hebron,2022-06-22 18:52:38.587,0.9568,38.4242,-75.6871
Leroy,2022-06-22 18:52:58.330,0.1056,31.4952,-87.9690
New Salem,2022-06-22 18:52:32.570,0.9088,46.8431,-101.4178
Cochranton,2022-06-22 18:52:32.923,1.0464,41.5191,-80.0470
Gilbert Creek,2022-06-22 18:52:38.727,0.1088,37.5697,-81.8906
Plains,2022-06-22 18:52:54.657,2.048,47.4602,-114.8842
Maud,2022-06-22 18:52:52.810,1.1968,35.1334,-96.7780
Vienna,2022-06-22 18:52:56.603,0.4288,40.8698,-74.8810
Hi-Nella,2022-06-22 18:52:36.150,6.6064,39.8367,-75.0220
Campbellsburg,2022-06-22 18:52:45.557,0.9504,38.5220,-85.2195
Cobden,2022-06-22 18:52:45.377,1.0304,37.5335,-89.2545
Footville,2022-06-22 18:52:34.840,1.12,42.6715,-89.2084
Greensburg,2022-06-22 18:52:49.527,0.4992,30.8300,-90.6698
Mantua,2022-06-22 18:52:54.750,0.256,41.5006,-111.9344
Kenwood,2022-06-22 18:52:57.257,0.0256,36.3012,-94.9978
Dolores,2022-06-22 18:52:53.927,1.8912,37.4741,-108.4998
Lincoln,2022-06-22 18:52:50.777,0.0704,46.9530,-112.6693
Eden Valley,2022-06-22 18:52:40.177,0.9408,45.3255,-94.5456
Grandfield,2022-06-22 18:52:52.897,1.5104,34.2306,-98.6875
Merrill,2022-06-22 18:52:40.390,2.4192,42.7206,-96.2519
Hartrandt,2022-06-22 18:53:10.800,0.8032,42.8836,-106.3492
Mount Vernon,2022-06-22 18:52:38.647,0.096,38.2447,-75.7828
Hewitt,2022-06-22 18:52:34.703,1.3472,44.6425,-90.1048
Burrton,2022-06-22 18:52:39.903,1.4144,38.0237,-97.6715
Greene,2022-06-22 18:52:58.627,0.2048,41.6988,-71.7339
New Franklin,2022-06-22 18:52:40.890,0.9472,39.0175,-92.7406
Camp Wood,2022-06-22 18:52:51.997,2.4896,29.6691,-100.0108
Germania,2022-06-22 18:53:53.163,0.4768,39.5088,-74.5922
Aurora,2022-06-22 18:52:34.880,2.0608,44.2823,-96.6868
Pylesville,2022-06-22 18:52:58.993,0.2624,39.6880,-76.3876
Milford Center,2022-06-22 18:52:44.543,2.9504,40.1790,-83.4390
Roslyn Harbor,2022-06-22 18:52:37.693,1.0496,40.8158,-73.6379
Moodys,2022-06-22 18:53:06.933,0.0704,36.0325,-94.9559
Dubach,2022-06-22 18:52:49.337,0.688,32.7020,-92.6575
Coolidge,2022-06-22 18:52:55.487,1.3184,31.7514,-96.6523
Speers,2022-06-22 18:52:36.037,1.3152,40.1222,-79.8799
Wurtsboro,2022-06-22 18:52:37.163,1.0016,41.5761,-74.4856
Coffeeville,2022-06-22 18:52:49.103,0.5824,33.9764,-89.6845
Lakeview,2022-06-22 18:54:48.433,1.1104,47.3755,-119.5044
Central City,2022-06-22 18:52:36.103,2.3168,40.1096,-78.8043
Yorkville,2022-06-22 18:52:44.757,2.112,40.1528,-80.7079
Moyie Springs,2022-06-22 18:52:52.127,0.8288,48.7247,-116.1953
Preston,2022-06-22 18:52:41.510,1.4528,42.0492,-90.3971
Terrytown,2022-06-22 18:52:43.767,2.6464,41.8465,-103.6706
Mannsville,2022-06-22 18:52:55.217,0.4096,34.1854,-96.8981
Alleghenyville,2022-06-22 18:53:07.210,0.4768,40.2327,-75.9762
Mounds,2022-06-22 18:52:55.070,0.5568,35.8792,-96.0678
Concord,2022-06-22 18:52:59.227,0.2208,37.3426,-78.9862
Baileyton,2022-06-22 18:52:47.957,0.2368,34.2609,-86.6083
Weleetka,2022-06-22 18:52:55.113,1.8944,35.3401,-96.1360
Scio,2022-06-22 18:52:53.620,3.0464,44.7046,-122.8508
Ellicott,2022-06-22 18:52:59.060,0.112,38.8256,-104.3829
Patterson Springs,2022-06-22 18:52:48.707,1.3184,35.2335,-81.5159
Weeping Water,2022-06-22 18:52:42.697,1.2896,40.8691,-96.1399
